"","60F_Avg","60M_Avg","48F_Avg","48M_Avg","36F_Avg","36M_Avg","18F_Avg","18M_Avg","7F_Avg","7M_Avg"
"gene-SLC19A1|SLC19A1",699.2,1907,613.6,1437.2,985,1516.8,1362,1075.8,1500.6,2030.2
"gene-SNX2|SNX2",2110.2,4878.66666666667,3527,5962,3867.6,3827.8,4443.4,4425.2,5382.6,5132.6
"gene-NPW|NPW",0,0,0,0,0,0.6,0,1.8,0,0
"gene-LOC132774858|LOC132774858",0,0,0,0,0,0,0,0,0,0
"gene-LOC132777720|LOC132777720",832.4,2757,843.4,1470.2,1063.4,881.2,1045,782.8,971.4,705
"gene-LOC132773091|LOC132773091",0,0,0,0,0,0,0,0,0,0
"gene-HDHD5|HDHD5",722.2,1482,779.8,1431.2,593,737.6,1216,2011.6,1731.2,1855
"gene-MYO1C|MYO1C",981.4,2387,1436.2,2995.6,1619.6,2975.4,3345.8,2256.2,3676,3320.8
"gene-LOC137097771|LOC137097771",0,1,0,1,0.2,0.2,0,0,0,0
"gene-LOC132781593|LOC132781593",6.6,4.66666666666667,0,1.6,12.6,1.2,0,0,2.2,0
"gene-LOC132779444|LOC132779444",1.6,0,0,5.2,3.2,0,0,0.8,0,0
"gene-KCNJ6|KCNJ6",25.2,41.3333333333333,12.2,28.8,28.8,38.8,12.2,80,22,61.6
"gene-MED4|MED4",183.2,300.666666666667,243.2,309.4,246,255.8,335.2,252.6,311.8,227.4
"gene-LOC132766210|LOC132766210",2.2,5,4.4,9.6,3.8,4.4,4,2.6,1.8,3.8
"gene-H2AX|H2AX",25.6,40.3333333333333,91,66.6,20,35.2,64.6,19.8,386.2,420.4
"gene-LOC132778037|LOC132778037",0,0,0,0,0.8,0,0,0,0,0
"gene-LOC132765247|LOC132765247",158,338.333333333333,117.6,280.6,197.8,266.8,322.4,261.8,387.4,256.6
"gene-LOC132770407|LOC132770407",9.8,101.333333333333,90,599.4,518.6,157.6,48.6,351.4,64.8,61.6
"gene-KLF5|KLF5",87.2,288.333333333333,80.4,222.8,101,122.6,88.2,47,31.2,14.4
"gene-ZIC2|ZIC2",0,0,0,0,0,1.2,0,0,0,0
"gene-TRNAV-UAC-2|TRNAV-UAC",0,0,0,0,0,0,0,0,0,0
"gene-WBP1|WBP1",429.8,872.333333333333,510,922.4,663.4,810.2,925.6,646,725.4,629.2
"gene-UNC13A|UNC13A",64.2,69.3333333333333,39,75.6,64,64,62.4,37.2,31,36.8
"gene-NFYB|NFYB",2439.8,2189,1635.4,1804.4,2410.2,2667.8,2190.8,1962,1724.4,1615.2
"gene-SCAI|SCAI",98.6,143.666666666667,88.8,104.4,90.6,153.4,172.8,149.6,191.4,144.6
"gene-LOC132769931|LOC132769931",0,0,0,0,0.6,0,0.8,0,0.6,0.6
"gene-LOC137095346|LOC137095346",4,9.66666666666667,0,36.6,0.4,34,15,15.4,124.8,131.4
"gene-LOC137094694|LOC137094694",74.6,65.3333333333333,123.6,88,57.2,55.2,55.8,48.4,51.4,39.8
"gene-ZAN|ZAN",184.2,345,144.2,260.8,231.4,394.8,123.6,235.4,50.8,67.8
"gene-LOC132777374|LOC132777374",0,0,0,0,0,0,0,0,0,0
"gene-LOC132775308|LOC132775308",0,0,0,0,0.2,0,0,0,0,0
"gene-ARSI|ARSI",26.8,44.3333333333333,26.8,38.8,58,29.2,49.8,31,50.6,56.4
"gene-LOC132766519|LOC132766519",22.2,7,8.4,1.2,0,22.2,52.2,51.6,1.6,0
"gene-SIDT1|SIDT1",7.2,12.3333333333333,12.4,16.4,9,6.8,3.8,5.4,2.2,4.2
"gene-PDCD5|PDCD5",1369.6,2062,1809.2,2616.8,2051.2,2033.4,2633.8,2398.8,3163.2,2141.8
"gene-PDX1|PDX1",3,0,1.8,0.8,0,1.6,0,1.8,3.6,1.2
"gene-LOC132769493|LOC132769493",76.4,53.6666666666667,66.2,97,129.2,114,179.6,63.8,33,11.2
"gene-DUT|DUT",47.2,46,81.8,122.6,67.6,83.8,86.4,37.6,446.8,280
"gene-LOC137094757|LOC137094757",42,94.3333333333333,51.4,65.4,32.8,59.6,86.6,84,83.6,47.2
"gene-KIF26B|KIF26B",19.4,140.333333333333,31.4,128.4,36.2,131.8,49.8,117.8,100.2,94.6
"gene-MARCHF9|MARCHF9",5.8,22.6666666666667,8,14,8.4,5.6,12.8,9.2,1.2,7.2
"gene-LOC132769750|LOC132769750",0,0,0,0,0,0,0,0.6,0,0
"gene-LOC132772366|LOC132772366",27.2,41,24,40.6,25,49.2,57.6,90.2,38.4,32.2
"gene-LOC137097510|LOC137097510",18.6,23.6666666666667,20.6,47.6,37.2,27.4,22.2,12,24.4,13.8
"gene-LOC132762262|LOC132762262",1.4,4.66666666666667,1,1.6,1.8,1.8,1.6,1,0.4,0.8
"gene-CUX2|CUX2",291.4,433,388,439.6,457.6,609,1120.4,760.8,793.2,966.6
"gene-MARCKS|MARCKS",838.4,3673.33333333333,656.2,2639.6,1091.8,1742.2,1635.2,1172.8,1023,1326.4
"gene-PRRT3|PRRT3",88.2,63,128.8,41.8,161,32.6,212.4,82.6,184,300
"gene-LOC132765394|LOC132765394",6.6,2.33333333333333,11.8,2.6,12.2,10.2,3,0,5.4,3.4
"gene-LOC132780368|LOC132780368",0,0,0,0,0,0,0,0,0,0
"gene-CLSPN|CLSPN",21.8,18.6666666666667,29.2,72.6,17.8,19.4,51.4,26,294.8,175.4
"gene-LOC132770277|LOC132770277",0,0,2.8,0,1.2,0,0.4,0,0,0
"gene-LOC132773891|LOC132773891",9.2,17.6666666666667,143.6,15.4,31.4,25.4,22.6,37.2,41.4,37.6
"gene-CCDC166|CCDC166",2.8,19,9.8,15.6,20,22.2,27,17.6,26.4,32.4
"gene-NKX2-3|NKX2-3",0,0,0,0,7.4,3.6,11.6,1.8,12,5.6
"gene-LOC137097053|LOC137097053",239.4,150.666666666667,607,570.6,603.2,276.8,858.8,1015.2,759.8,721.6
"gene-C11H17orf50|C11H17orf50",0,0,0,0,0,0,0,0,0,0
"gene-SYNPO2L|SYNPO2L",0,2,7,1.6,0,6,20.2,20.2,14.6,2.2
"gene-LOC132766291|LOC132766291",39.4,63,19.8,28.6,28.2,36.2,55.4,33.8,41.8,41.2
"gene-DCTN6|DCTN6",868.8,855.333333333333,1046.2,1206.2,1016.8,851,806.2,641.4,672.8,528.4
"gene-LOC132765752|LOC132765752",12.2,50.3333333333333,16.8,53.2,35.4,47.8,54.6,41,88.2,66.2
"gene-LOC132767606|LOC132767606",19979.6,19630.6666666667,22675.8,24232.2,20115.8,17559,21906.6,15988.6,27302.2,15454.4
"gene-PI16|PI16",92.2,439.333333333333,79.8,375.4,299.6,771.6,438,491.4,667.4,333.8
"gene-ZDHHC13|ZDHHC13",367.2,577.666666666667,423.2,679,457.2,530.6,530.4,435.4,394.4,341.6
"gene-LOC137095735|LOC137095735",1,1.33333333333333,0.8,1.2,0.8,8,0.8,1,1.4,1.6
"gene-NFATC2|NFATC2",14,25.3333333333333,20.4,29.6,10.2,26.4,31.6,27.8,19,12.6
"gene-VWA5B2|VWA5B2",34.2,26,44.8,85.2,55.4,69.6,119.8,171.2,73.2,127
"gene-DAAM1|DAAM1",108.4,549.333333333333,199.8,565.8,301.8,853.8,848.8,815,1131.2,826.2
"gene-CFAP210|CFAP210",26.8,16.3333333333333,17,11.6,37,14,33.8,29.4,42.2,20.8
"gene-LOC132779239|LOC132779239",0,0,0,0,0,0,0,0,0,0
"gene-SCPEP1|SCPEP1",1048.2,3198,1582.6,4249.4,2063,2618.6,2208,1184.2,844.2,877.6
"gene-LOC132764494|LOC132764494",0,0,0,0,0,0,0,0,0,0
"gene-LOC137096888|LOC137096888",24.2,33.6666666666667,28,38.6,34.6,54.8,53.6,39.4,38.2,36.4
"gene-CLN6|CLN6",970,2086.33333333333,1151.8,2221,1475.2,2364.6,2178,3020.6,2798.6,2666.2
"gene-LOC132762875|LOC132762875",0.2,0,0.6,0.6,0,0,0,0,0,0
"gene-C1QTNF8|C1QTNF8",0,5.66666666666667,3.4,0,1.8,3,1.8,0,2.4,0
"gene-LOC137097304|LOC137097304",285,714.666666666667,182.2,772.8,238.4,435.8,311.2,245.6,34.8,52.4
"gene-LOC137095511|LOC137095511",0,31,0,20.8,0,21.6,0,11,0,19.6
"gene-ATAD1|ATAD1",456.4,813.666666666667,623.4,778.4,733.2,889,953.8,808,431.2,352.6
"gene-MTLN|MTLN",117.4,187,199,262,168.8,122.2,199.2,175,141.4,180.4
"gene-LOC137095002|LOC137095002",0,0,0,0,0,0,0,0,0,0.8
"gene-KTI12|KTI12",36,75.6666666666667,57.4,95.6,71,111,124.2,92.4,74.8,60.4
"gene-LOC137096799|LOC137096799",0,0,0,0,0,0,0,0,0,0
"gene-UTP15|UTP15",253.4,324.333333333333,272.4,380.2,277,255.6,254.8,206.8,196.8,158
"gene-ASF1B|ASF1B",124.2,133.333333333333,207.6,230.8,148.4,90.4,255.8,110,1071,844.8
"gene-LIAS|LIAS",669.8,1091,818.2,964.6,848.8,977.8,1135.6,1166.8,1146.6,909
"gene-RGS2|RGS2",2094,1342,848.4,1143.6,865.8,575.8,642.6,754.6,298.2,230
"gene-PCSK1N|PCSK1N",1.6,10.6666666666667,2,5,3,7.4,5,6.2,5.8,3.2
"gene-LOC132775289|LOC132775289",2,2.33333333333333,1.4,2.8,1,1.4,1.2,1.6,1.2,2.6
"gene-FDXR|FDXR",383.2,418.666666666667,446,513.2,351.4,464,481.4,439.6,236.4,418.2
"gene-LOC137097464|LOC137097464",0,0,0,0.4,0,0,0.4,0,0,0
"gene-HDAC10|HDAC10",431.8,839.666666666667,562.4,966.6,696.8,868.8,877,1013.4,1525.8,1098.8
"gene-LOC137096205|LOC137096205",5.8,11,8,1.8,1.8,1.8,9.6,5.6,12.2,5.8
"gene-FHIP2A|FHIP2A",219.6,934,411,786.6,446,811.6,703.2,913.2,1228.8,887.2
"gene-PRORP|PRORP",387,515.666666666667,409.6,568,435.6,367.2,523,456.2,660,426.2
"gene-SPIDR|SPIDR",327.8,539.333333333333,458.8,362.8,447.6,433.8,395.6,471.6,448,316.2
"gene-CFAP52|CFAP52",1.2,18,6.6,13.8,14.4,1.8,8.8,12.8,6.6,0.6
"gene-SOX4|SOX4",82.2,261.333333333333,64,317.8,524.4,193.6,1364.4,100.2,158.8,83.6
"gene-ALPK3|ALPK3",0,5.33333333333333,2.2,2,0,1.4,0,0,25.8,0.4
"gene-GPAA1|GPAA1",299,626.666666666667,441.6,856.8,460.6,762.4,993.6,775,864.8,741.2
"gene-LOC132760915|LOC132760915",7.6,10.3333333333333,5.4,16.6,3.6,7.2,7.8,6.2,9.2,5
"gene-LOC137097956|LOC137097956",18,6.66666666666667,1.6,4.8,16.4,2.2,5.8,0.6,2,1.8
"gene-TCTA|TCTA",1958.6,2772,2092.2,2836.8,2559.4,3412.6,3510.6,3065.4,3584.2,3716.6
"gene-GADD45G|GADD45G",1259.4,3580.66666666667,839,1904,1596,1449.6,1303.6,1299.8,1562.8,614.2
"gene-LOC132773676|LOC132773676",0,0,0,0,0,0,0,0.8,0,0
"gene-LOC132766303|LOC132766303",0.8,4,1.4,2,0.4,1.8,1,5.8,2.2,1
"gene-NIP7|NIP7",533.4,621.666666666667,726.4,771.2,754,487.8,578.4,492.4,524.6,385.6
"gene-ORC1|ORC1",15.2,17,33,28.4,14.6,19.2,22.2,10,99,121.2
"gene-LOC132764191|LOC132764191",1.2,10,0.6,9.6,2,4,1.2,7.2,2.4,5.8
"gene-ELAC2|ELAC2",600.2,969.666666666667,761.2,895.8,780.8,945,828,738.8,767.6,673.8
"gene-LOC132770931|LOC132770931",204.4,235.333333333333,125,254.6,249.8,172.6,268.6,123.4,169.4,69
"gene-AOPEP|AOPEP",318.2,494.333333333333,211.2,445.6,326.6,263.8,623,378.6,351.6,488.4
"gene-NDUFS8|NDUFS8",1560.4,1635,1476,1983.4,1606.8,1584.2,1496.8,1472.8,1532.2,2094
"gene-MAP4K3|MAP4K3",2184.2,2735.66666666667,1807.8,2231.2,2020.4,2141,3181.4,2537,3110,2421.2
"gene-LOC137097341|LOC137097341",60.8,133.666666666667,106.4,179.8,205.2,217.8,204.6,219.4,377.2,172.8
"gene-LOC132779690|LOC132779690",0,0,2,0,0,0,0,0,0,0
"gene-LOC132764957|LOC132764957",0,0,0,0,0,0,0,0,0,0
"gene-EPCIP|EPCIP",46,280,68.2,138.2,132.6,135.8,235.6,115.8,178.6,109.6
"gene-ADAMTS15|ADAMTS15",318.2,740.333333333333,366.2,599.8,469.6,607.2,835,829.2,719.2,930.8
"gene-TMEM256|TMEM256",101.6,276,273.4,343.2,242.8,249.6,259.6,207.6,270.8,283.4
"gene-NSD1|NSD1",2422.6,2118.33333333333,1596.8,1781,1592,2016,3161.4,2744.6,2986.6,2414.4
"gene-LOC132761854|LOC132761854",0,0,3.4,0,0,0,0,0,0,1.4
"gene-LOC132764518|LOC132764518",0,7,0.2,4.8,0,7.8,4.8,6.2,6.2,9
"gene-TRA2B|TRA2B",1630.8,1706,1661.4,1996.4,1748.6,1779.8,1871.2,1333,2252.4,1663
"gene-LOC132767132|LOC132767132",0,0,0.4,0.2,0,0,0.2,0,0,0.2
"gene-LOC132771312|LOC132771312",6.2,16.3333333333333,11,12,9.2,8,17.2,10,6.8,7.4
"gene-LOC137095423|LOC137095423",55.8,71.3333333333333,67,60.2,44.6,29.6,56.8,26,99.6,57
"gene-LOC132764482|LOC132764482",0,0,0,0,0,0,0,0,0,0
"gene-FHL1|FHL1",117.6,370.333333333333,113.6,299.6,238.6,350.2,365.6,441,437.8,286.6
"gene-NPTXR|NPTXR",3.2,3,27.8,21.4,5.4,0,32,0,0.6,0
"gene-FRMPD3|FRMPD3",0,0,2.6,2.6,2.4,1.4,1.2,1,0,1.4
"gene-LOC132782032|LOC132782032",5.4,48.3333333333333,23.8,52.6,25.6,48.4,33.4,42,56.8,51
"gene-TMEM9B|TMEM9B",2062.8,3328.66666666667,2204.2,3331.2,3341.4,2888.8,3044.6,2626,2316,2191.6
"gene-LTBP2|LTBP2",125.4,426.333333333333,65.2,280.2,117,209,208.6,110.2,151.8,219.4
"gene-COL9A1|COL9A1",0.8,28,0,5.2,0.6,446.4,128.8,104.4,22.8,24.4
"gene-CLK2|CLK2",518,480,362.4,484,405.6,481.2,546.4,350.4,518.6,409.8
"gene-LRTM2|LRTM2",0,17.3333333333333,4,22.2,7.6,11.4,10.4,18.2,9.4,8.8
"gene-LOC132770202|LOC132770202",0,0,0,0,0,0,0,0,0,0
"gene-ABRACL|ABRACL",300.8,366.666666666667,351,521.8,393,326.6,309.4,202,176,210.2
"gene-STYXL2|STYXL2",0.8,0,0,0.8,1.6,0,0,0,8,3
"gene-LOC132779126|LOC132779126",6,11,2.8,3,1.2,7.4,9.4,4.8,2.4,9.8
"gene-STPG4|STPG4",0,0,0,0,0,0,0.6,0,0.4,0.8
"gene-STK38|STK38",1308.2,3091.66666666667,1541.6,2834,2017.4,2411.4,2899.8,2100.6,2605.6,1798.2
"gene-LOC132780582|LOC132780582",0,0,0,0,0.4,4.2,17.8,0,37.6,0
"gene-IL23R|IL23R",22.4,10,8,28,18,14.2,34.2,4.2,4.2,4.2
"gene-GPX7|GPX7",236.6,78,239.2,55.6,209.4,42.2,246.4,56,240.2,170
"gene-TRNAG-CCC-2|TRNAG-CCC",0,0,0,0,0,0,0,0,0,0
"gene-FAM229A|FAM229A",0,3,0,1.8,0,0.8,1.6,0.4,0.4,0
"gene-TRNAI-AAU-3|TRNAI-AAU",0,0,0,0,0,0,0,0,0,0
"gene-LOC132767127|LOC132767127",0,0,0,0,0,0,0,0,0,0
"gene-CDH24|CDH24",5,3.66666666666667,8.4,11,6.4,8.8,4.2,9,0,0
"gene-CHODL|CHODL",0.6,0,0,0.8,8,1.4,0,0,5,0
"gene-LOC132765866|LOC132765866",48.2,31.6666666666667,38,22.6,80.6,28.2,26.4,30.2,23.8,21.6
"gene-FBXO2|FBXO2",0,1.33333333333333,0,0,0,0,2.2,0.6,0,0.8
"gene-GNPDA2|GNPDA2",425.4,632.333333333333,401.6,726.4,565,655,633.6,658.8,621.4,542.6
"gene-LOC132779989|LOC132779989",1,2.66666666666667,1,2.6,0,1.8,3.2,1.2,1.2,1.4
"gene-LOC132764081|LOC132764081",221,173,163.2,131.6,150.2,125.6,165.4,162.8,183.6,232.8
"gene-LOC132782262|LOC132782262",5.2,13.6666666666667,4,11,15.2,2.8,16.2,4.8,20.8,7.6
"gene-LOC132767186|LOC132767186",2.6,1,1.8,2.4,0.8,7.4,2.8,4,0,2.2
"gene-LOC132772553|LOC132772553",6.4,36.3333333333333,0,8.4,0,5.2,2.6,0,0,35.2
"gene-NECTIN3|NECTIN3",183.4,831.666666666667,278.4,794.2,576.6,814.8,642.8,842.8,691.8,849.6
"gene-NPHS1|NPHS1",0,33,30.4,3.4,129.2,8.4,8.6,0,1,2
"gene-ERVK3-1|ERVK3-1",41.8,9.66666666666667,15,9.4,8.2,2.4,79,3.8,5,1.8
"gene-FUT10|FUT10",29,49.3333333333333,51.8,92.2,50.6,62,79.8,50.8,92.4,79
"gene-PIGS|PIGS",271.6,458.666666666667,342,464,382.6,531.8,486.8,416,390,343.2
"gene-LOC137095837|LOC137095837",0.4,0.333333333333333,0.4,0.2,0.4,0,0.2,0.2,0,0.2
"gene-LOC137096405|LOC137096405",49.2,31.3333333333333,19.8,38.8,31,16.8,28.2,16.8,17.8,12.8
"gene-FLI1|FLI1",173,228,107.2,218,178,243.4,240.6,291.6,245,247
"gene-LOC132777074|LOC132777074",3.2,3.33333333333333,9.2,8.6,10.4,4.4,12,7,37,14
"gene-EFNA2|EFNA2",6,42.6666666666667,12,34.6,28.8,81.4,51.8,67.2,110.8,66.4
"gene-POLR3H|POLR3H",134.4,269,256.6,291.6,325,236.4,296.8,184.8,236.4,184
"gene-LOC132774085|LOC132774085",8.2,10,7.4,10.8,17.6,6.4,7,5,3.8,5
"gene-STK24|STK24",1638.8,3167,1895.8,2764.2,2375.6,2861.8,3747.4,3176.2,2652.6,2154.2
"gene-LOC132770034|LOC132770034",11.4,9.66666666666667,10,15.4,10.4,14.6,7.8,10.6,7.2,6.8
"gene-LVRN|LVRN",24.2,8.33333333333333,6.4,20.4,11.4,11.4,12,6.2,17,10.2
"gene-PCNX1|PCNX1",1243,1973.33333333333,1093.2,1817,1236.2,1583,1880.4,1503.6,1731.8,1348.4
"gene-ADGRB3|ADGRB3",20.2,34.6666666666667,30.6,58,30.4,24.6,25.4,41.2,53,38.6
"gene-LOC137096792|LOC137096792",0,2.66666666666667,0.6,4,1,4.6,2.8,1.2,1.8,2.6
"gene-LOC132771810|LOC132771810",109,424.666666666667,213.6,312.8,220,290,198.4,199.8,189.2,175.4
"gene-SPATA20|SPATA20",862,1668.33333333333,1017.2,1708.4,1217,1524.8,1792,1818,1927.2,1346.6
"gene-LOC137097288|LOC137097288",31.4,13.3333333333333,2.8,3.2,1.6,6,11.4,2.2,0,1.8
"gene-LOC137096683|LOC137096683",40.6,30,50,41.4,63,43.4,76.2,88.2,94.6,96.6
"gene-LOC132780512|LOC132780512",0,0,0,0,0,0,0,0,0,0
"gene-LOC132769496|LOC132769496",0,0,0,0,0,0,0,0,0,0
"gene-SLC25A33|SLC25A33",71.6,414.666666666667,154.2,214,188.4,368.4,133.4,203.2,249.2,135
"gene-ZPBP2|ZPBP2",1.4,0,6,15.4,1.2,2.4,0.6,0,0,0
"gene-LOC132783290|LOC132783290",4.2,2.33333333333333,0,5.8,2,1.6,8,4.8,1.8,0.6
"gene-LRP2BP|LRP2BP",13.4,7.33333333333333,0.8,8,9.6,4.2,5.2,18.8,10.2,54
"gene-LOC132782513|LOC132782513",5.4,25.3333333333333,2.6,4.8,2.6,5.2,11.8,12,8.8,7.2
"gene-LOC132769887|LOC132769887",0,0,2.4,0,0,0,0.8,0,0.4,0
"gene-CDC123|CDC123",834,750,748.4,835.8,712.6,644.4,772.6,551.8,594.4,620.4
"gene-HDAC5|HDAC5",1809.8,2312.33333333333,1381.8,2145.4,1491.8,2351.6,3015.6,3045.6,3513.4,2774.2
"gene-LOC132779317|LOC132779317",12.8,62,38.2,47.4,23.6,33.8,90.2,42.2,14,20.8
"gene-FAM167B|FAM167B",9,23.6666666666667,19.2,25.8,16.6,16.8,39,28.4,27,46.4
"gene-LOC132766444|LOC132766444",3.2,2,3.2,2.6,1.6,0.6,2.2,1,0.4,4.4
"gene-PLCB3|PLCB3",287,574.666666666667,258.8,579.4,391.8,626,587.2,449.4,530.4,450.2
"gene-LOC132775487|LOC132775487",0,0,6.6,0,0,0,10,0,44.4,74.8
"gene-CFLAR|CFLAR",1371.8,2463.33333333333,1244.2,2405.6,1833.4,1965.8,2264.8,1462.8,1771.6,1410
"gene-PDE7A|PDE7A",337,336.666666666667,207.2,314.8,298.6,262.2,334.6,236,259.4,178.6
"gene-AVPR2|AVPR2",0,0,0,0,0,0,0,0,0,0
"gene-LOC137096105|LOC137096105",2.4,0,0,1,0.8,0.2,0,0.6,0.4,0.6
"gene-LOC132780960|LOC132780960",192.2,266,236,310.6,337.2,359,524.2,265.8,534.2,259
"gene-CSN2|CSN2",0,0,8.4,1.8,0,0,0,2,0.8,0
"gene-LOC137095445|LOC137095445",0,0,0,0,0,0,0,0,0,0
"gene-LATS1|LATS1",293.4,713.666666666667,335.8,631.8,403.2,580,793.8,589.4,596.2,459
"gene-CIART|CIART",473.4,602,361.2,437,202.8,375.6,382.8,342,336.8,425.6
"gene-LOC132782106|LOC132782106",436.6,483.333333333333,265.2,595.6,479.4,474,446.2,310,338.2,333.2
"gene-LOC132777365|LOC132777365",4.2,11,4.6,1.6,5,8.2,3.6,4.6,5.2,18.8
"gene-LOC132768828|LOC132768828",0,0,0,0,0,1.2,0,0,0,0
"gene-VCL|VCL",928.4,2047.33333333333,1085,2587,1351.2,1781.6,1938.2,1048.4,1092.8,1014.4
"gene-LOC132782182|LOC132782182",872.6,685,764,910.6,726.2,717.6,602,592,689.2,714.2
"gene-STXBP2|STXBP2",1413.8,2423.66666666667,1412.4,2412.2,1732.2,2492.8,2373.6,1907,2228.2,1851.6
"gene-KCNK12|KCNK12",0,0,3.6,0,4.4,0,0,0,8.2,0
"gene-PIK3C3|PIK3C3",217,673,324.6,591.8,634.6,940.2,773.2,852.4,620.2,464.2
"gene-SOX15|SOX15",149.4,179.666666666667,94.8,120.6,205.4,137.8,229.6,157.2,289,134.4
"gene-RANBP17|RANBP17",524,649.666666666667,342.2,597.4,567,500,841.4,591,1192,856
"gene-LOC132781937|LOC132781937",0,35.6666666666667,0,33.2,0.4,39.8,0,21.4,0,21.4
"gene-CHEK1|CHEK1",22.4,11,23,36,14,22.8,31,22.6,55.2,79.4
"gene-SPRYD3|SPRYD3",318,692,430.4,870,449.2,533.4,560.6,406,316.4,375.8
"gene-AMN|AMN",3.4,4,0,2.6,3,3.2,0,2.6,2,2.8
"gene-ZC3H12A|ZC3H12A",1090.8,1371,1512.4,719.8,808.4,852.2,1737.6,488.2,1480.8,605.4
"gene-TRNAI-AAU-6|TRNAI-AAU",0,0,0,0,0,0,0,0,0,0
"gene-LOC132775238|LOC132775238",0,0.333333333333333,0,0.2,0,0,0.6,0.2,0.2,0
"gene-CCT4|CCT4",3132.2,3717.33333333333,4152.2,4250.6,3317.4,3712.2,3854.2,3537.4,3658.2,3350.2
"gene-LOC137097279|LOC137097279",0,1,0.8,1.8,2,2,0.6,2,0,0
"gene-LOC132762208|LOC132762208",0,0,0,0,0,0,0,0,0,0
"gene-LOC137097313|LOC137097313",0,2.66666666666667,0.8,0,0.6,2.6,0,1,0,0
"gene-ARRDC4|ARRDC4",41.6,214.333333333333,95.6,243,81,123,168.6,70.6,87.6,80.6
"gene-LOC137095605|LOC137095605",29.6,34,56.2,35.6,70.2,37.6,48.6,43.4,43.4,23
"gene-ANKMY1|ANKMY1",103.8,101,74.8,91.4,120,86.4,109.4,69,81.6,69.6
"gene-LOC132764277|LOC132764277",1619.2,4106.66666666667,3392.6,5939.6,3013.6,3819.2,3500.2,3453.2,2914.6,3535.6
"gene-MYBPC2|MYBPC2",0,3.33333333333333,0,1.8,5,1.6,1.2,0,6,1
"gene-CELF2|CELF2",125.2,523.333333333333,167.8,450.6,156.8,388.6,325,181.4,101,94.6
"gene-LOC132772664|LOC132772664",87.2,100.666666666667,46.2,104.4,72.4,144.2,50,102.2,59.4,36.8
"gene-LOC132780058|LOC132780058",261.2,500,273.4,426.6,302,426,631.8,402.4,445,457.4
"gene-CDC16|CDC16",521.4,680,627,774.2,589.8,663.2,703,660.8,815.8,578.2
"gene-ADCY6|ADCY6",524.4,1314.66666666667,777.8,1300.2,1206.2,1586.4,1680.2,1132.8,1225.2,979.4
"gene-LOC137095725|LOC137095725",28.2,98,26,85,27.8,47.6,39.8,86,31.6,74.2
"gene-KREMEN2|KREMEN2",16.2,64,26.2,68.4,28.2,38.4,21.2,8.6,6,4.8
"gene-CANT1|CANT1",263.2,643.333333333333,435.4,967,634.6,602.4,650.2,396.4,377.8,282
"gene-TRNAA-UGC|TRNAA-UGC",0,0,0,0,0,0,0,0,0,0
"gene-LOC132779199|LOC132779199",4759.2,8562,2606.2,2890.8,2109,2608.8,2376.8,1093.8,459.4,562.6
"gene-TP53INP1|TP53INP1",1283,1914.66666666667,997,1576.4,1337.2,1755.2,2553.8,2342,2100.4,1037.4
"gene-CCL20|CCL20",6,6,17.4,5.6,7.2,8.4,29,9.4,12.2,6.4
"gene-RPL7L1|RPL7L1",581.2,950.333333333333,770,1043,794.6,877.2,747.6,605.6,894.2,797.4
"gene-C5H2orf81|C5H2orf81",71.4,68.6666666666667,34.2,47,39.2,69,77.6,94.4,129.8,61.8
"gene-TRNAE-CUC-5|TRNAE-CUC",0,0.333333333333333,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4
"gene-LOC137096561|LOC137096561",0,2,4,0.4,0.2,0.6,1.4,1,0.4,1.8
"gene-HOXD9|HOXD9",0,1,1,0,0.6,0.8,1.4,0,0.8,0
"gene-LOC132778009|LOC132778009",0,0,0.8,0,2.4,0,1.6,0,0,0
"gene-GSTZ1|GSTZ1",4507,7578.66666666667,7793.8,10356,5916,10489.4,9031,9769.8,11025.2,11910.8
"gene-LOC137095332|LOC137095332",95,127.333333333333,119,182.8,123,152.2,157.8,119.6,137.4,92.6
"gene-LOC137094944|LOC137094944",2034.8,2097.66666666667,1975.4,2087.4,2598,1966.8,2124.8,1823.2,1549.4,1003.2
"gene-LOC132765775|LOC132765775",64.6,101.333333333333,81.2,108.8,133.2,105,125.2,79.8,113.8,83
"gene-CDH4|CDH4",54.2,21.6666666666667,44,20.6,28.8,40.2,48.4,29.4,57.8,32.4
"gene-LOC132779088|LOC132779088",166,557.333333333333,216.8,502.8,227.8,408,544.2,357.6,375,310.6
"gene-LOC132777565|LOC132777565",21.2,61.6666666666667,23.8,42.2,30.8,36.8,48.6,32.4,36.4,42.4
"gene-LOC132780258|LOC132780258",17.2,763.333333333333,12.2,458.6,54.2,2702.8,26.2,531.8,10.4,20.6
"gene-ACVRL1|ACVRL1",97.6,927.333333333333,146.6,810.8,188,359.6,370,225.6,120.8,116
"gene-PRIMPOL|PRIMPOL",72.2,52,74.8,137.8,131,64.8,100.2,80.2,234.4,208
"gene-ZNF385B|ZNF385B",316.4,400.333333333333,382.8,308.6,380.4,432.6,413.6,307.2,224.8,220.8
"gene-LOC132766679|LOC132766679",0.4,0,0,0,0,0,0,0,0,0
"gene-ATG4D|ATG4D",848.2,1058.33333333333,1038,1632,903.8,1253.6,1381,1307,1211.6,1853
"gene-VOPP1|VOPP1",43.4,83,62.6,95.4,37,52.8,80.8,51.4,37.8,51.2
